station_abbr;reference_timestamp;ths2dymn;ths2dymx;ths200m0;th9120mv;th91dnmv;th91dxmv;ths00nm0;pva2hsm0;ths25xm0;pv9120mv;ths00xm0;ths20nm0;thl200mx;phsstam0;thl200mn;ph9120mv;ths30xm0;xhs000m0;fhs010m0;fh9120mv;rhs001m0;ths35xm0;rhs150m0;rh9120mv;ghs000m0;gh9120mv;shs000m0;sh9120mv;xhs00om0;xhs012m0
JUN;01.09.1968 00:00;-6.9;-0.7;-3.9;-1.5;-2.2;-1.2;30;3.1;0;-0.5;20;0;3.7;657.4;-11.5;-2.7;0;717.4;;;;;;;;;9846;94;0;477.4
JUN;01.10.1968 00:00;-5.9;-1.1;-3.5;1.4;1.5;1.1;31;2.8;0;0;19;0;2.7;660.5;-11.2;3.3;0;727.1;;;;;;;;;10425;120;0;479.1
JUN;01.11.1968 00:00;-10.6;-5.6;-8.4;0.8;1.2;0.9;30;1.9;0;-0.1;30;0;-0.6;649.9;-20.1;-2.5;0;852.2;;;;;;;;;7953;125;0;612.2
JUN;01.12.1968 00:00;-16.9;-12.1;-15.2;-3.5;-2.4;-3.4;31;1;0;-0.6;31;0;-3.2;643.1;-28.8;-8.1;0;1091.9;;;;;;;;;6660;110;0;843.9
JUN;01.01.1969 00:00;-14.7;-9;-12.6;-0.1;0.8;0.5;31;1.3;0;-0.1;31;0;-1.4;647.6;-24.5;-3;0;1011.4;;;;;;;;;6214;88;0;763.4
JUN;01.02.1969 00:00;-20.8;-15;-18.8;-5.5;-4.5;-4.8;28;0.8;0;-0.6;28;0;-3;638.3;-29.7;-11;0;1087.2;;;;;;;;;4272;58;0;863.2
JUN;01.03.1969 00:00;-14.2;-9.8;-12.9;-1.3;0.2;-1.2;31;1.4;0;-0.3;31;0;-3.9;644.3;-20;-6.3;0;1020.9;;;;;;;;;9828;102;0;772.9
JUN;01.04.1969 00:00;-14;-8.5;-11.9;-2.5;-2;-2.2;30;1.6;0;-0.6;29;0;0.7;649.4;-23.5;-2.2;0;956.4;;;;;;;;;6928;72;0;716.4
JUN;01.05.1969 00:00;-6.7;-2;-5;0.2;1.1;0.1;28;2.9;0;-0.3;24;0;6.6;654.8;-14.9;-1.6;0;774;;;;;;;;;10179;111;0;526
JUN;01.06.1969 00:00;-7.1;-1.7;-4.8;-3.3;-3.1;-3.4;30;3.4;0;-0.7;17;0;5.4;655.3;-15.9;-5.5;0;743.5;;;;;;;;;7999;79;0;503.5
JUN;01.07.1969 00:00;-2.3;3.1;0.1;-0.3;-0.2;-0.3;17;4.2;0;-0.5;5;0;6.6;664.6;-12.1;1.7;0;616.1;;;;;;;;;13596;125;0;368.1
JUN;01.08.1969 00:00;-4.8;-0.1;-2.6;-3.2;-3.1;-3.6;29;3.8;0;-0.9;15;0;4.9;659.6;-11.9;-3.6;0;700.1;;;;;;;;;8787;80;0;452.1
JUN;01.09.1969 00:00;-3.6;1.3;-1.2;1.2;1.1;0.8;27;3.6;0;0;9;0;5.1;660.2;-7.4;0.1;0;636.8;;;;;;;;;11949;114;0;396.8
JUN;01.10.1969 00:00;-5.4;0.2;-2.6;2.3;2;2.4;27;2;0;-0.8;15;0;5.5;662.1;-14.1;4.9;0;701.5;;;;;;;;;13508;155;0;453.5
JUN;01.11.1969 00:00;-13.5;-7;-10.6;-1.4;-1.7;-0.5;30;1.5;0;-0.5;27;0;1.8;648.1;-25.6;-4.3;0;917.9;;;;;;;;;6255;98;0;677.9
JUN;01.12.1969 00:00;-19.3;-12.7;-16.1;-4.4;-4.8;-4;31;0.8;0;-0.8;31;0;-7.3;641.9;-27.6;-9.3;0;1120.1;;;;;;;;;7205;119;0;872.1
JUN;01.01.1970 00:00;-15.3;-9.4;-12.4;0.1;0.2;0.1;31;1.3;0;-0.1;31;0;-4.9;644.4;-22.4;-6.2;0;1005.7;;;;0;;;;;5622;80;0;757.7
JUN;01.02.1970 00:00;-21.1;-13.4;-17.8;-4.5;-4.8;-3.2;28;1.1;0;-0.3;28;0;-7.2;641.1;-30;-8.2;0;1059.4;;;;0;;;;;2310;31;0;835.4
JUN;01.03.1970 00:00;-19.4;-13.5;-16.8;-5.2;-5;-4.9;31;1;0;-0.7;31;0;-6.7;642.3;-27.8;-8.3;0;1142.3;;;;0;;;;;6798;70;0;894.3
JUN;01.04.1970 00:00;-17;-11.3;-14.7;-5.3;-5;-5;30;1.3;0;-0.9;30;0;-2.9;647.2;-26;-4.4;0;1040;;;;0;;;;;6260;65;0;800
JUN;01.05.1970 00:00;-11.1;-5.2;-8.7;-3.5;-3.3;-3.1;31;2.2;0;-1;31;0;-0.7;652.9;-18.6;-3.5;0;889.5;;;;0;;;;;6505;71;0;641.5
JUN;01.06.1970 00:00;-4.7;0.2;-2.4;-0.9;-0.7;-1.5;29;3.9;0;-0.2;14;0;4.8;660.2;-10.5;-0.6;0;672.7;;;;0;;;;;8463;83;0;432.7
JUN;01.07.1970 00:00;-4.7;1.5;-1.5;-1.9;-2.6;-1.9;27;3.6;0;-1.1;8;0;7.2;660.8;-12.5;-2.1;0;665.1;;;;0;;;;;11678;108;0;417.1
JUN;01.08.1970 00:00;-3.6;1.8;-1;-1.6;-1.9;-1.7;28;4;0;-0.7;7;0;8;660.9;-9.2;-2.3;0;649.9;;;;0;;;;;9864;90;0;401.9
JUN;01.09.1970 00:00;-4;1.8;-1.1;1.3;0.7;1.3;28;3;0;-0.6;8;0;5.9;662.4;-13.9;2.3;0;631.8;;;;0;;;;;13500;129;0;391.8
JUN;01.10.1970 00:00;-8.9;-4;-6.6;-1.7;-1.5;-1.8;31;2;0;-0.8;29;0;0.7;657.6;-20.5;0.4;0;823.2;;;;0;;;;;9510;109;0;575.2
JUN;01.11.1970 00:00;-11.5;-5;-8.5;0.7;0.3;1.5;30;1.7;0;-0.3;28;0;1;653;-21.4;0.6;0;856;;;;0;;;;;7303;115;0;616
JUN;01.12.1970 00:00;-17.1;-10.4;-14.1;-2.4;-2.6;-1.7;31;0.6;0;-1;31;0;-1.8;649.2;-27.3;-2;0;1056.5;;;;0;;;;;8009;132;0;808.5
JUN;01.01.1971 00:00;-16.9;-10.9;-14.1;-1.6;-1.4;-1.4;31;1.1;0;-0.3;31;0;-4.3;646;-28.6;-4.6;0;1056.7;;;;0;;;;;7650;109;0;808.7
JUN;01.02.1971 00:00;-17.2;-11.3;-14.7;-1.4;-0.9;-1.1;28;0.7;0;-0.7;28;0;-3.4;648.7;-27.4;-0.6;0;971;;;;0;;;;;8153;111;0;747
JUN;01.03.1971 00:00;-19.2;-13.1;-16.7;-5.1;-4.8;-4.5;31;0.9;0;-0.8;31;0;-6.6;642.6;-36.6;-8;0;1136.5;;;;0;;;;;9414;97;0;888.5
JUN;01.04.1971 00:00;-10.2;-5.2;-8.4;1;1.8;1.1;30;1.9;0;-0.3;30;0;-0.3;650.6;-17.1;-1;0;852.3;;;;0;;;;;12430;130;0;612.3
JUN;01.05.1971 00:00;-6.8;-2;-5.1;0.1;1;0.1;31;3.3;0;0.1;23;0;3.2;654;-13.1;-2.4;0;779.1;;;;0;;;;;7233;79;0;531.1
JUN;01.06.1971 00:00;-7.4;-2;-5.1;-3.6;-3.4;-3.7;30;3.1;0;-1;23;0;2.5;655.9;-13.3;-4.9;0;752.8;;;;0;;;;;7977;78;0;512.8
JUN;01.07.1971 00:00;-2.2;3.1;0.2;-0.2;-0.1;-0.3;21;3.7;0;-1;5;0;8;664.1;-13.2;1.2;0;613.1;;;;0;;;;;15561;143;0;365.1
JUN;01.08.1971 00:00;-2.1;3.3;0.5;-0.1;-0.4;-0.2;21;4.3;0;-0.4;3;0;8.5;663.2;-9;0;0;605.9;;;;0;;;;;11627;106;0;357.9
JUN;01.09.1971 00:00;-5.9;-0.4;-3.4;-1;-1.2;-0.9;28;2.2;0;-1.4;16;0;7.8;661.9;-14;1.8;0;701.9;;;;0;;;;;15401;147;0;461.9
JUN;01.10.1971 00:00;-5.3;-0.5;-3;1.9;2.1;1.7;28;1.9;0;-0.9;17;0;5.7;663.7;-15.3;6.5;0;711.5;;;;0;;;;;14385;166;0;463.5
JUN;01.11.1971 00:00;-14;-7.7;-11.1;-1.9;-2.2;-1.2;30;1.6;0;-0.4;28;0;0.7;648.8;-27.7;-3.6;0;933.4;;;;0;;;;;7778;122;0;693.4
JUN;01.12.1971 00:00;-11.1;-5.8;-8.7;3;3.4;2.9;31;1.1;0;-0.5;29;0;2.7;658.5;-18;7.3;0;890.5;;;;0;;;;;8852;146;0;642.5
JUN;01.01.1972 00:00;-16.3;-10.8;-14;-1.5;-0.8;-1.3;31;1.2;0;-0.2;31;0;-3.7;645.6;-24.7;-5;0;1052.5;;;;0;;;;;6478;92;0;804.5
JUN;01.02.1972 00:00;-15.2;-9.7;-13;0.3;1.1;0.5;29;1.6;0;0.2;29;0;-4.1;646.1;-21.3;-3.2;0;957.5;;;;0;;;;;3968;54;0;725.5
JUN;01.03.1972 00:00;-13.5;-8.9;-11.7;-0.1;0.9;-0.3;31;1.4;0;-0.3;31;0;-2.9;649.2;-19.4;-1.4;0;981.6;;;;0;;;;;8731;90;0;733.6
JUN;01.04.1972 00:00;-13.8;-7.4;-11.1;-1.7;-1.8;-1.1;30;1.7;0;-0.5;30;0;-3.6;647.3;-20.4;-4.3;0;932.6;;;;0;;;;;8610;90;0;692.6
JUN;01.05.1972 00:00;-10.4;-5;-8.3;-3.1;-2.6;-2.9;31;2.5;0;-0.7;30;0;0;652.7;-18.1;-3.7;0;877.3;;;;0;;;;;7476;82;0;629.3
JUN;01.06.1972 00:00;-6.2;-0.5;-3.6;-2.1;-2.2;-2.2;30;3.2;0;-0.9;18;0;4.9;657.4;-11.8;-3.4;0;709.3;;;;0;;;;;8792;86;0;469.3
JUN;01.07.1972 00:00;-3.5;1.8;-1.1;-1.5;-1.4;-1.6;26;4;0;-0.7;10;0;7.8;661.5;-9.5;-1.4;0;653.3;;;;0;;;;;11439;105;0;405.3
JUN;01.08.1972 00:00;-4.2;0.9;-1.9;-2.5;-2.5;-2.6;26;3.9;0;-0.8;9;0;7.1;661.4;-13.1;-1.8;0;678.5;;;;0;;;;;12290;112;0;430.5
JUN;01.09.1972 00:00;-8.7;-3.6;-6.4;-4;-4;-4.1;30;2.3;0;-1.3;24;0;2.5;656.9;-17.3;-3.2;0;791.9;;;;0;;;;;11158;106;0;551.9
JUN;01.10.1972 00:00;-8.2;-2.6;-5.6;-0.7;-0.8;-0.4;31;1.7;0;-1.1;20;0;2.1;657.1;-21.4;-0.1;0;792.1;;;;0;;;;;11478;132;0;544.1
JUN;01.11.1972 00:00;-13;-5.9;-9.8;-0.6;-1.2;0.6;30;1.9;0;-0.1;26;0;1.4;653.9;-22.9;1.5;0;892.9;;;;0;;;;;7036;111;0;652.9
JUN;01.12.1972 00:00;-12.9;-7.2;-10.2;1.5;1.6;1.5;31;1.1;0;-0.5;31;0;-3;655.9;-21.2;4.7;0;937.6;;;;0;;;;;8703;144;0;689.6
JUN;01.01.1973 00:00;-14.5;-9;-12;0.5;1;0.5;31;1;0;-0.4;31;0;-4.1;651.9;-21.8;1.3;0;993;;;;0;;;;;7465;106;0;745
JUN;01.02.1973 00:00;-19.6;-12.8;-16.8;-3.5;-3.3;-2.6;28;0.7;0;-0.7;28;0;-4.1;644.6;-27.3;-4.7;0;1031.4;;;;0;;;;;7445;101;0;807.4
JUN;01.03.1973 00:00;-16.2;-10.1;-13.8;-2.2;-1.8;-1.5;31;0.8;0;-0.9;31;0;-3.7;651.1;-26.6;0.5;0;1048.1;;;;0;;;;;12944;134;0;800.1
JUN;01.04.1973 00:00;-16.7;-10.8;-14.3;-4.9;-4.7;-4.5;30;1;0;-1.2;30;0;-0.7;646.8;-25;-4.8;0;1030;;;;0;;;;;8477;89;0;790
JUN;01.05.1973 00:00;-7.3;-2.3;-5.2;0;0.5;-0.2;31;2.9;0;-0.3;25;0;2.1;657.4;-14.4;1;0;782.3;;;;0;;;;;9102;100;0;534.3
JUN;01.06.1973 00:00;-4.9;0.6;-2.2;-0.7;-0.9;-1.1;27;3.7;0;-0.4;12;0;5.5;660.8;-10.6;0;0;666.3;;;;0;;;;;9437;93;0;426.3
JUN;01.07.1973 00:00;-4.2;0.3;-2.2;-2.6;-2.1;-3.1;28;3.8;0;-0.9;14;0;4.8;659.4;-10.1;-3.5;0;689;;;;0;;;;;9021;83;0;441
JUN;01.08.1973 00:00;-1.4;3.5;0.8;0.2;0.3;0;20;4.4;0;-0.3;3;0;7.6;665.1;-8.4;1.9;0;594.8;;;;0;;;;;13654;124;0;346.8
JUN;01.09.1973 00:00;-4.7;0.6;-2.2;0.2;0;0.1;27;3.2;0;-0.4;10;0;5.1;661;-12;0.9;0;666.9;;;;0;;;;;12891;123;0;426.9
JUN;01.10.1973 00:00;-8.9;-3.1;-6.2;-1.3;-1.5;-0.9;31;2;0;-0.8;26;0;1.3;657.1;-17.2;-0.1;0;810.9;;;;0;;;;;8827;102;0;562.9
JUN;01.11.1973 00:00;-13.1;-7;-10.4;-1.2;-1.3;-0.5;30;1.3;0;-0.7;30;0;-1.7;655.2;-30.2;2.8;0;913.1;;;;0;;;;;8912;140;0;673.1
JUN;01.12.1973 00:00;-16.8;-9.7;-13.4;-1.7;-2.3;-1;31;1.3;0;-0.3;31;0;-3.3;648;-28.6;-3.2;0;1034.8;;;;0;;;;;5438;90;0;786.8
JUN;01.01.1974 00:00;-13.9;-7.5;-10.7;1.8;1.6;2;31;1.6;0;0.2;31;0;-2;653.9;-20.7;3.3;0;953;;;;0;;;;;5071;72;0;705
JUN;01.02.1974 00:00;-16.5;-10.6;-13.9;-0.6;-0.2;-0.4;28;1.3;0;-0.1;28;0;-1.4;644.6;-24.7;-4.7;0;950;;;;0;;;;;5201;71;0;726
JUN;01.03.1974 00:00;-14.4;-9.4;-12.5;-0.9;0;-0.8;31;1.6;0;-0.1;31;0;-4.3;648.8;-22;-1.8;0;1006.6;;;;0;;;;;6326;65;0;758.6
JUN;01.04.1974 00:00;-13.2;-8;-11.4;-2;-1.2;-1.7;30;1.5;0;-0.7;30;0;-2.3;647.8;-21.3;-3.8;0;942.1;;;;0;;;;;10670;111;0;702.1
JUN;01.05.1974 00:00;-9.9;-4.6;-7.7;-2.5;-2.1;-2.5;31;2.1;0;-1.1;29;0;2.7;653;-14.5;-3.4;0;859.7;;;;0;;;;;9387;103;0;611.7
JUN;01.06.1974 00:00;-7.5;-1.9;-5;-3.5;-3.5;-3.6;30;3;0;-1.1;20;0;4.8;656.8;-15;-4;0;751.1;;;;0;;;;;8996;88;0;511.1
JUN;01.07.1974 00:00;-4.9;0.7;-2.1;-2.5;-2.8;-2.7;28;3.4;0;-1.3;10;0;6;662.1;-11.5;-0.8;0;686.1;;;;0;;;;;13531;125;0;438.1
JUN;01.08.1974 00:00;-2.5;3;-0.1;-0.7;-0.8;-0.5;20;4.4;0;-0.3;6;0;8.7;663.3;-11.1;0.1;0;624.4;;;;0;;;;;12117;110;0;376.4
JUN;01.09.1974 00:00;-7.3;-0.7;-4.1;-1.7;-2.6;-1.2;29;3.2;0;-0.4;14;0;5.5;657.8;-16.6;-2.3;0;722.8;;;;0;;;;;10583;101;0;482.8
JUN;01.10.1974 00:00;-17;-11.9;-14.6;-9.7;-9.6;-9.7;31;1.3;0;-1.5;31;0;-5.5;646.4;-21.2;-10.8;0;1071.8;;;;0;;;;;4912;57;0;823.8
JUN;01.11.1974 00:00;-15;-7.9;-11.7;-2.5;-3.2;-1.4;30;1.5;0;-0.5;30;0;-3;650.7;-22.8;-1.7;0;950.6;;;;0;;;;;6021;95;0;710.6
JUN;01.12.1974 00:00;-15.8;-8.3;-12.1;-0.4;-1.3;0.4;31;1.4;0;-0.2;31;0;-2.3;655.4;-25.4;4.2;0;995.5;;;;0;;;;;5139;85;0;747.5
JUN;01.01.1975 00:00;-13.9;-7.4;-10.9;1.6;1.6;2.1;31;1.4;0;0;31;0;-2.5;654;-21.2;3.4;0;957.1;;;;0;;;;;5583;79;0;709.1
JUN;01.02.1975 00:00;-14.8;-8.4;-12.1;1.2;1.5;1.8;28;0.7;0;-0.7;28;0;-3;653.2;-21.3;3.9;0;899.7;;;;0;;;;;12108;165;0;675.7
JUN;01.03.1975 00:00;-17.4;-11.7;-15;-3.4;-3;-3.1;31;1;0;-0.7;31;0;-3.7;642;-25.5;-8.6;0;1085;;;;0;;;;;6974;72;0;837
JUN;01.04.1975 00:00;-13;-7.9;-10.9;-1.5;-1;-1.6;30;1.5;0;-0.7;30;0;-0.4;650.4;-24.6;-1.2;0;926;;;;0;;;;;11638;122;0;686
JUN;01.05.1975 00:00;-9;-4.2;-6.8;-1.6;-1.2;-2.1;31;2.4;0;-0.8;28;0;2.6;653.9;-15.1;-2.5;0;829.3;;;;0;;;;;8275;91;0;581.3
JUN;01.06.1975 00:00;-7.2;-2.3;-4.9;-3.4;-3.2;-4;29;3.2;0;-0.9;24;0;5.2;657.6;-16.5;-3.2;0;748.1;;;;0;;;;;8489;83;0;508.1
JUN;01.07.1975 00:00;-3.6;2;-1.1;-1.5;-1.5;-1.4;27;3.7;0;-1;8;0;7.3;662.3;-12;-0.6;0;655.5;;;;0;;;;;12442;115;0;407.5
JUN;01.08.1975 00:00;-3;1.7;-1.1;-1.7;-1.3;-1.8;29;4.4;0;-0.3;7;0;7.6;662.7;-10;-0.5;0;653.3;;;;0;;;;;10240;93;0;405.3
JUN;01.09.1975 00:00;-3.9;0.7;-1.8;0.6;0.8;0.2;28;3.9;0;0.3;12;0;5;661.8;-13.7;1.7;0;653.5;;;;0;;;;;8493;81;0;413.5
JUN;01.10.1975 00:00;-8.7;-4.2;-6.5;-1.6;-1.3;-2;31;1.5;0;-1.3;26;0;2.1;657.9;-17.6;0.7;0;822.7;;;;0;;;;;10905;125;0;574.7
JUN;01.11.1975 00:00;-13.2;-7.4;-10.5;-1.3;-1.4;-0.9;30;1.6;0;-0.4;30;0;-4.7;650.7;-23.1;-1.7;0;914.7;;;;0;;;;;6521;102;0;674.7
JUN;01.12.1975 00:00;-12.8;-6.5;-9.6;2.1;1.7;2.2;31;1.1;0;-0.5;31;0;-0.7;654.3;-20.7;3.1;0;916.9;;;;0;;;;;10509;174;0;668.9
JUN;01.01.1976 00:00;-18.6;-11.7;-14.9;-2.4;-3.1;-2.2;31;1.1;0;-0.3;31;0;-4;649.9;-29.5;-0.7;0;1080.4;;;;0;;;;;5819;83;0;832.4
JUN;01.02.1976 00:00;-14.6;-8.7;-12.1;1.2;1.7;1.5;29;1.3;0;-0.1;29;0;-0.1;651.3;-25.6;2;0;931.8;;;;0;;;;;8814;120;0;699.8
JUN;01.03.1976 00:00;-16.4;-10.8;-13.9;-2.3;-2;-2.2;31;0.8;0;-0.9;31;0;-1.9;649;-27;-1.6;0;1051.6;;;;0;;;;;12998;134;0;803.6
JUN;01.04.1976 00:00;-13.2;-7.8;-10.9;-1.5;-1.2;-1.5;30;1.5;0;-0.7;30;0;-2.2;649.1;-23.4;-2.5;0;927.8;;;;0;;;;;13804;144;0;687.8
JUN;01.05.1976 00:00;-8.7;-2.4;-5.9;-0.7;-0.9;-0.3;31;2.5;0;-0.7;24;0;3.3;656.4;-15.4;0;0;802.2;;;;0;;;;;13288;145;0;554.2
JUN;01.06.1976 00:00;-4.8;0.5;-2.3;-0.8;-0.8;-1.2;30;3.5;0;-0.6;10;0;4.5;662.5;-14.2;1.7;0;668.2;;;;0;;;;;14839;146;0;428.2
JUN;01.07.1976 00:00;-3.5;1.8;-1.1;-1.5;-1.4;-1.6;29;4.3;0;-0.4;6;0;5.8;661.8;-9.6;-1.1;0;655.1;;;;0;;;;;10564;97;0;407.1
JUN;01.08.1976 00:00;-5.5;-0.4;-3.2;-3.8;-3.8;-3.9;31;3.5;0;-1.2;17;0;2.6;661.1;-12.8;-2.1;0;718.5;;;;0;;;;;10025;91;0;470.5
JUN;01.09.1976 00:00;-7.5;-2.3;-5;-2.6;-2.8;-2.8;30;3.1;0;-0.5;20;0;2.4;657;-15.2;-3.1;0;750.6;;;;0;;;;;10130;97;0;510.6
JUN;01.10.1976 00:00;-7.8;-3.2;-5.4;-0.5;-0.4;-1;29;2.5;0;-0.3;23;0;5.7;651.8;-13.6;-5.4;0;788.2;;;;0;;;;;6018;69;0;540.2
JUN;01.11.1976 00:00;-14.3;-8.5;-11.5;-2.3;-2.5;-2;30;1.3;0;-0.7;30;0;-3.1;650.6;-23.3;-1.8;0;944.3;;;;0;;;;;5913;93;0;704.3
JUN;01.12.1976 00:00;-17.4;-11.6;-14.7;-3;-2.9;-2.9;31;0.9;0;-0.7;31;0;-5;643.4;-24.9;-7.8;0;1074.5;;;;0;;;;;5513;91;0;826.5
JUN;01.01.1977 00:00;-17.2;-12.1;-15.1;-2.6;-1.7;-2.6;31;1.3;0;-0.1;31;0;-4.3;645.4;-24.6;-5.2;0;1086.7;;;;0;;;;;3567;51;0;838.7
JUN;01.02.1977 00:00;-16.7;-11;-13.9;-0.6;-0.4;-0.8;28;1.4;0;0;28;0;-5.2;645.7;-22;-3.6;0;947.8;;;;0;;;;;4199;57;0;723.8
JUN;01.03.1977 00:00;-12.4;-6.9;-10;1.6;2;1.7;31;1.5;0;-0.2;30;0;0.5;653.5;-20.8;2.9;0;928.9;;;;0;;;;;7717;80;0;680.9
JUN;01.04.1977 00:00;-14.3;-8.5;-11.7;-2.3;-2.3;-2.2;30;1.6;0;-0.6;30;0;-1;649.5;-24.1;-2.1;0;952.1;;;;0;;;;;5672;59;0;712.1
JUN;01.05.1977 00:00;-9.7;-4.7;-7.5;-2.3;-1.9;-2.6;31;2.8;0;-0.4;29;0;1.9;653.2;-16.1;-3.2;0;851.5;;;;0;;;;;6484;71;0;603.5
JUN;01.06.1977 00:00;-6.2;-1.1;-4;-2.5;-2.2;-2.8;30;3.5;0;-0.6;22;0;3;657;-10.2;-3.8;0;719.4;;;;0;;;;;9150;90;0;479.4
JUN;01.07.1977 00:00;-3.5;1.7;-1;-1.4;-1.4;-1.7;27;4;0;-0.7;8;0;7.7;659.6;-10;-3.3;0;652.3;;;;0;;;;;11477;106;0;404.3
JUN;01.08.1977 00:00;-4.5;-0.2;-2.5;-3.1;-2.8;-3.7;31;4;0;-0.7;15;0;3.1;658.2;-9.4;-5;0;697.1;;;;0;;;;;8209;75;0;449.1
JUN;01.09.1977 00:00;-6.7;-1.3;-4;-1.6;-2;-1.8;29;3;0;-0.6;16;0;5.5;661.3;-14.2;1.2;0;720.3;;;;0;;;;;13798;132;0;480.3
JUN;01.10.1977 00:00;-5.8;-1.2;-3.5;1.4;1.6;1;31;2.6;0;-0.2;21;0;3.5;659.7;-14.7;2.5;0;727.5;;;;0;;;;;8719;100;0;479.5
JUN;01.11.1977 00:00;-15.3;-9.1;-12.6;-3.4;-3.5;-2.6;30;1.4;0;-0.6;28;0;3.5;648.6;-23.6;-3.8;0;978.1;;;;0;;;;;4792;75;0;738.1
JUN;01.12.1977 00:00;-12.8;-7.1;-10.4;1.3;1.7;1.6;31;1.3;0;-0.3;31;0;-1.3;653.3;-22.7;2.1;0;942.6;;;;0;;;;;6468;107;0;694.6
JUN;01.01.1978 00:00;-17.4;-11.5;-14.9;-2.4;-1.9;-2;31;1.1;0;-0.3;31;0;-3.2;644.8;-25.6;-5.8;0;1083.3;;;;0;;;;;4395;63;0;835.3
JUN;01.02.1978 00:00;-17.3;-11.6;-15;-1.7;-1;-1.4;28;1.4;0;0;28;0;-2.6;641;-27.5;-8.3;0;980.8;;;;0;;;;;4524;62;0;756.8
JUN;01.03.1978 00:00;-15.5;-9.2;-12.8;-1.2;-1.1;-0.6;31;1.6;0;-0.1;31;0;-3.7;647.7;-24.1;-2.9;0;1017.2;;;;0;;;;;4677;48;0;769.2
JUN;01.04.1978 00:00;-14.2;-9.6;-12.4;-3;-2.2;-3.3;30;1.6;0;-0.6;30;0;-5.5;644.7;-22;-6.9;0;971.6;;;;0;;;;;9521;99;0;731.6
JUN;01.05.1978 00:00;-10.1;-5.5;-7.9;-2.7;-2.3;-3.4;31;2.5;0;-0.7;31;0;-1.9;652;-16.7;-4.4;0;866.2;;;;0;;;;;7939;87;0;618.2
JUN;01.06.1978 00:00;-7.4;-2.1;-4.8;-3.3;-3.4;-3.8;30;3.4;0;-0.7;23;0;3.5;656.8;-12.9;-4;0;743.2;;;;0;;;;;9458;93;0;503.2
JUN;01.07.1978 00:00;-4.6;0.1;-2.3;-2.7;-2.5;-3.3;31;3.8;0;-0.9;13;0;5.6;660.7;-11;-2.2;0;690.8;;;;0;;;;;11188;103;0;442.8
JUN;01.08.1978 00:00;-4.2;0.4;-2.1;-2.7;-2.5;-3.1;31;3.4;0;-1.3;9;0;5.9;661.5;-12.7;-1.7;0;684.8;;;;0;;;;;14019;127;0;436.8
JUN;01.09.1978 00:00;-6.4;-0.8;-3.8;-1.4;-1.7;-1.3;29;3;0;-0.6;17;0;4.8;661.1;-13.6;1;0;712.9;;;;0;;;;;8923;85;0;472.9
JUN;01.10.1978 00:00;-6.9;-1.4;-4.4;0.5;0.5;0.8;28;2;0;-0.8;18;0;5.3;660.2;-15.5;3;0;755;;;;0;;;;;12093;139;0;507
JUN;01.11.1978 00:00;-10;-5;-8;1.2;1.8;1.5;30;1.4;0;-0.6;28;0;0.6;659.4;-25.5;7;0;840.9;;;;0;;;;;12922;203;0;600.9
JUN;01.12.1978 00:00;-13.7;-7.8;-11.5;0.2;0.8;0.9;31;1.3;0;-0.3;30;0;0.6;645.1;-18;-6.1;0;976.4;;;;0;;;;;4628;77;0;728.4
JUN;01.01.1979 00:00;-19.3;-12.5;-16.6;-4.1;-3.8;-3;31;1.1;0;-0.3;31;0;-4.4;642.7;-35.6;-7.9;0;1133.7;;;;0;;;;;5198;74;0;885.7
JUN;01.02.1979 00:00;-15;-9.8;-13.2;0.1;1.3;0.4;28;1.4;0;0;28;0;-5.2;643.5;-21.9;-5.8;0;928.6;;;;0;;;;;6427;87;0;704.6
JUN;01.03.1979 00:00;-15.1;-9.7;-13.2;-1.6;-0.7;-1.1;31;1.6;0;-0.1;31;0;-4.2;645.3;-21;-5.3;0;1029.5;;;;0;;;;;4674;48;0;781.5
JUN;01.04.1979 00:00;-15.1;-9.6;-13.2;-3.8;-3.1;-3.3;30;1.4;0;-0.8;30;0;-3.4;646.5;-21.6;-5.1;0;995;;;;0;;;;;9663;101;0;755
JUN;01.05.1979 00:00;-9.5;-3.8;-7.3;-2.1;-1.7;-1.7;30;2.7;0;-0.5;26;0;6.5;656;-23.7;-0.4;0;845;;;;0;;;;;10581;116;0;597
JUN;01.06.1979 00:00;-4.1;1.5;-2;-0.5;-0.1;-0.2;29;3.8;0;-0.3;8;0;4.7;660.8;-13.1;0;0;660.1;;;;0;;;;;9113;90;0;420.1
JUN;01.07.1979 00:00;-4.6;0.8;-2.2;-2.6;-2.5;-2.6;31;3.5;0;-1.2;12;0;5.3;662.8;-10.6;-0.1;0;687.7;;;;0;;;;;10976;101;0;439.7
JUN;01.08.1979 00:00;-4.7;0.8;-2.4;-3;-3;-2.7;28;3.3;0;-1.4;11;0;5.5;659.7;-13.1;-3.5;0;694.8;;;;0;;;;;12479;113;0;446.8
JUN;01.09.1979 00:00;-3.8;1.7;-1.5;0.9;0.9;1.2;29;3.3;0;-0.3;8;0;6.2;662;-11.3;1.9;0;645.6;;;;0;;;;;14275;136;0;405.6
JUN;01.10.1979 00:00;-6.4;-2.1;-4.6;0.3;1;0.1;31;2.9;0;0.1;23;0;4.4;655.5;-12.5;-1.7;0;763.5;;;;0;;;;;6890;79;0;515.5
JUN;01.11.1979 00:00;-12.5;-6.2;-9.8;-0.6;-0.7;0.3;30;1.4;0;-0.6;26;0;4.2;652.6;-22.1;0.2;0;894.2;;;;0;;;;;7060;111;0;654.2
