"year_month","waterlevel_m","trend","seasonal","deterministic","stochastic"
"Feb 1991",1440.21775,1444.62870480483,-4.39472145362529,1440.2339833512,-0.0162333512025725
"Mär 1991",1441.46012903226,1444.62262536815,-4.08917051848792,1440.53345484967,0.926674182592251
"Apr 1991",1446.42146666667,1444.61654593148,-0.967832014179303,1443.6487139173,2.77275274936665
"Mai 1991",1446.5955483871,1444.6104664948,2.3009026313335,1446.91136912614,-0.315820739041328
"Jun 1991",1447.55083333333,1444.60438705813,3.07601809455366,1447.68040515268,-0.129571819350758
"Jul 1991",1448.22738709677,1444.59830762146,3.52268384281985,1448.12099146428,0.106395632498334
"Aug 1991",1448.2894516129,1444.59222818478,3.52630091089493,1448.11852909568,0.1709225172267
"Sep 1991",1447.87096666667,1444.58614874811,2.94169090375101,1447.52783965186,0.34312701480826
"Okt 1991",1446.78651612903,1444.58006931143,2.25277356373907,1446.83284287517,-0.0463267461398118
"Nov 1991",1443.1316,1444.57398987476,-0.247769481200576,1444.32622039356,-1.19462039355813
"Dez 1991",1440.27664516129,1444.56718350722,-3.60714898808163,1440.96003451914,-0.683389357848455
"Jan 1992",1440.22264516129,1444.56037713968,-4.31338917327408,1440.24698796641,-0.0243428051180672
"Feb 1992",1440.20979310345,1444.55357077214,-4.40207061760974,1440.15150015453,0.0582929489137314
"Mär 1992",1440.23803225806,1444.54676440461,-4.0861728426764,1440.46059156193,-0.222559303865182
"Apr 1992",1442.13566666667,1444.53995803707,-0.950005532791232,1443.58995250428,-1.45428583761031
"Mai 1992",1447.09109677419,1444.53315166953,2.2991483890728,1446.8323000586,0.258796715590734
"Jun 1992",1447.57393333333,1444.52634530199,3.07456672155729,1447.60091202355,-0.0269786902156284
"Jul 1992",1448.04970967742,1444.51953893445,3.51698155985225,1448.03652049431,0.0131891831133544
"Aug 1992",1448.56183870968,1444.51273256692,3.52061855076583,1448.03335111768,0.528487591995827
"Sep 1992",1447.64233333333,1444.50592619938,2.93303064225916,1447.43895684164,0.203376491696417
"Okt 1992",1446.69051612903,1444.49911983184,2.24588757773254,1446.74500740957,-0.0544912805396507
"Nov 1992",1446.4314,1444.4923134643,-0.238348721096888,1444.2539647432,2.17743525679543
"Dez 1992",1442.24506451613,1444.48550709676,-3.59746986626269,1440.8880372305,1.35702728562842
"Jan 1993",1440.25212903226,1444.48023391124,-4.31579543356086,1440.16443847768,0.0876905545815134
"Feb 1993",1440.25075,1444.47496072571,-4.40942899708406,1440.06553172863,0.185218271371923
"Mär 1993",1440.27396774194,1444.46968754019,-4.08320536280137,1440.38648217738,-0.112514435449384
"Apr 1993",1440.37103333333,1444.46441435466,-0.932266954202088,1443.53214740046,-3.16111406712525
"Mai 1993",1446.90012903226,1444.45914116913,2.29724853715074,1446.75638970629,0.143739325972319
"Jun 1993",1447.8691,1444.45386798361,3.07288901535673,1447.52675699897,0.342343001033896
"Jul 1993",1448.07725806452,1444.44859479808,3.51097222013765,1447.95956701822,0.117691046295022
"Aug 1993",1448.18464516129,1444.44332161256,3.5145599957753,1447.95788160833,0.226763552956982
"Sep 1993",1447.42543333333,1444.43804842703,2.92392504779144,1447.36197347482,0.0634598585095318
"Okt 1993",1446.69467741935,1444.43277524151,2.23852228987372,1446.67129753138,0.0233798879742153
"Nov 1993",1441.4046,1444.42750205598,-0.229441231721911,1444.19806082426,-2.793460824259
"Dez 1993",1440.29729032258,1444.42222887046,-3.58830045529595,1440.83392841516,-0.536638092578869
"Jan 1994",1440.26412903226,1444.41695568493,-4.32015780850525,1440.09679787642,0.167331155833608
"Feb 1994",1440.23996428571,1444.41454259839,-4.4250859165606,1439.98945668183,0.250507603885808
"Mär 1994",1440.33325806452,1444.41212951185,-4.07547306056062,1440.33665645129,-0.00339838677177795
"Apr 1994",1440.8061,1444.40971642531,-0.888077710475818,1443.52163871483,-2.71553871483206
"Mai 1994",1447.02951612903,1444.40730333877,2.29473436534126,1446.70203770411,0.327478424923811
"Jun 1994",1447.87486666667,1444.40489025223,3.07239285073019,1447.47728310296,0.397583563709759
"Jul 1994",1448.50903225806,1444.40247716569,3.49953454086792,1447.90201170655,0.607020551510686
"Aug 1994",1448.35803225806,1444.40006407915,3.50441443554988,1447.9044785147,0.453553743369184
"Sep 1994",1447.56363333333,1444.3976509926,2.90511355982273,1447.30276455243,0.260868780906094
"Okt 1994",1446.91222580645,1444.39523790606,2.22299905347916,1446.61823695954,0.293988846908405
"Nov 1994",1444.09143333333,1444.39282481952,-0.223234148548624,1444.16959067097,-0.0781573376414144
"Dez 1994",1440.33948387097,1444.39041173298,-3.57145976527324,1440.81895196771,-0.479468096741812
"Jan 1995",1440.26819354839,1444.38799864644,-4.32380041946594,1440.06419822698,0.20399532141073
"Feb 1995",1440.23982142857,1444.3855855599,-4.44006996350806,1439.94551559639,0.29430583217777
"Mär 1995",1440.24941935484,1444.38460693983,-4.06711477724543,1440.31749216259,-0.0680728077486492
"Apr 1995",1441.644,1444.38362831976,-0.843341921156431,1443.54028639861,-1.8962863986078
"Mai 1995",1446.88403225806,1444.3826496997,2.29268730364357,1446.67533700334,0.208695254725399
"Jun 1995",1447.46423333333,1444.38167107963,3.07226514282998,1447.45393622246,0.010297110876536
"Jul 1995",1448.31461290323,1444.38069245956,3.4883666649391,1447.8690591245,0.445553778728254
"Aug 1995",1447.96967741935,1444.37971383949,3.49445225670638,1447.8741660962,0.0955113231589166
"Sep 1995",1446.98603333333,1444.37873521942,2.88639903127697,1447.2651342507,-0.279100917364531
"Okt 1995",1446.88974193548,1444.37775659935,2.20752733660368,1446.58528393596,0.30445799952804
"Nov 1995",1444.7463,1444.37677797928,-0.217020985760148,1444.15975699352,0.586543006476631
"Dez 1995",1440.27006451613,1444.37579935921,-3.55462218542851,1440.82117717379,-0.551112657657313
"Jan 1996",1440.22529032258,1444.37482073915,-4.32745533039775,1440.04736540875,0.177924913832157
"Feb 1996",1440.21086206897,1444.37384211908,-4.45506223317238,1439.91877988591,0.292082183060302
"Mär 1996",1440.22770967742,1444.37286349901,-4.05876063939282,1440.31410285962,-0.0863931821966162
"Apr 1996",1442.98056666667,1444.37695304104,-0.798608291239917,1443.5783447498,-0.597778083133335
"Mai 1996",1446.81164516129,1444.38104258307,2.29064006860272,1446.67168265167,0.139962509616907
"Jun 1996",1447.77443333333,1444.3851321251,3.07213734825819,1447.45726947336,0.317163859973562
"Jul 1996",1447.97190322581,1444.38922166713,3.47719878901027,1447.86642045614,0.105482769663695
"Aug 1996",1447.95506451613,1444.39331120916,3.48448893198784,1447.87780014115,0.0772643749776307
"Sep 1996",1447.08633333333,1444.39740075119,2.86768221098113,1447.26508296218,-0.17874962884207
"Okt 1996",1446.64280645161,1444.40149029322,2.19204488107346,1446.5935351743,0.049271277314574
"Nov 1996",1443.17753333333,1444.40557983526,-0.210827008531076,1444.19475282672,-1.01721949339139
"Dez 1996",1440.26896774194,1444.40966937729,-3.53783733897389,1440.87183203831,-0.60286429637722
"Jan 1997",1440.21858064516,1444.41375891932,-4.33119652255041,1440.08256239677,0.136018248394066
"Feb 1997",1440.22578571429,1444.41784846135,-4.47022627381591,1439.94762218753,0.278163526752905
"Mär 1997",1440.32261290323,1444.42193800338,-4.05066376227779,1440.3712742411,-0.0486613378759557
"Apr 1997",1445.68953333333,1444.42602754541,-0.754253561074071,1443.67177398434,2.01775934899729
"Mai 1997",1446.90058064516,1444.43480039563,2.28809229479811,1446.72289269043,0.1776879547308
"Jun 1997",1447.70116666667,1444.44357324585,3.071413169828,1447.51498641568,0.186180250984307
"Jul 1997",1447.80135483871,1444.45234609608,3.46533868412839,1447.9176847802,-0.116329941495223
"Aug 1997",1448.16125806452,1444.4611189463,3.47382798277314,1447.93494692907,0.226311135444803
"Sep 1997",1447.76566666667,1444.46989179652,2.84826237064601,1447.31815416717,0.447512499500363
"Okt 1997",1447.02587096774,1444.47866464674,2.17597578313464,1446.65464042988,0.371230537864903
"Nov 1997",1442.9839,1444.48743749696,-0.205103296079912,1444.28233420088,-1.29843420088446
"Dez 1997",1440.28832258065,1444.49621034719,-3.5212895816591,1440.97492076553,-0.686598184881859
"Jan 1998",1440.23416129032,1444.50498319741,-4.32142512466007,1440.18355807275,0.0506032175742348
"Feb 1998",1440.25564285714,1444.51375604763,-4.49663432806186,1440.01712171957,0.23852113757448
"Mär 1998",1440.2935483871,1444.52252889785,-4.03730241960068,1440.48522647825,-0.191678091154927
"Apr 1998",1444.59796666667,1444.53130174807,-0.662778793830862,1443.86852295424,0.72944371242329
"Mai 1998",1447.10461290323,1444.5400745983,2.27152515309495,1446.81159975139,0.293013151834657
"Jun 1998",1447.79873333333,1444.54830522694,3.06077512190684,1447.60908034885,0.189652984488248
"Jul 1998",1448.14877419355,1444.55653585558,3.44076205839447,1447.99729791397,0.151476279573671
"Aug 1998",1448.27283870968,1444.56476648422,3.44574493448996,1448.01051141871,0.262327290965231
"Sep 1998",1447.3778,1444.57299711286,2.81899905147098,1447.39199616433,-0.0141961643348623
"Okt 1998",1446.61687096774,1444.58122774151,2.14820321524672,1446.72943095675,-0.112559989010606
"Nov 1998",1441.57676666667,1444.58945837015,-0.189858587223869,1444.39959978292,-2.82283311625747
"Dez 1998",1440.26629032258,1444.59768899879,-3.49790111923424,1441.09978787956,-0.833497556974862
"Jan 1999",1440.23070967742,1444.60591962743,-4.30944281754446,1440.29647680989,-0.0657671324679541
"Feb 1999",1440.21460714286,1444.61415025607,-4.52110529795642,1440.09304495812,0.121562184739787
"Mär 1999",1440.25519354839,1444.62238088472,-4.02227781744605,1440.60010306727,-0.344909518882332
"Apr 1999",1440.3743,1444.63061151336,-0.569941755501208,1444.06066975786,-3.68636975785626
"Mai 1999",1446.80951612903,1444.638842142,2.25601929408717,1446.89486143609,-0.08534530705424
"Jun 1999",1447.8249,1444.64707277064,3.05092710899982,1447.69799987964,0.126900120358869
"Jul 1999",1448.27448387097,1444.65460328719,3.41670421999349,1448.07130750718,0.203176363786497
"Aug 1999",1448.30683870968,1444.66213380373,3.41799769431067,1448.08013149804,0.226707211632629
"Sep 1999",1447.8863,1444.66966432028,2.78988856117077,1447.45955288145,0.426747118548974
"Okt 1999",1446.93796774194,1444.67719483683,2.12050766811915,1446.79770250495,0.140265236989762
"Nov 1999",1445.0698,1444.68472535337,-0.174612665721948,1444.51011268765,0.559687312349297
"Dez 1999",1440.31116129032,1444.69225586992,-3.4745206561227,1441.2177352138,-0.906573923473616
"Jan 2000",1440.23906451613,1444.69978638647,-4.29747772170137,1440.40230866476,-0.163244148634703
"Feb 2000",1440.21955172414,1444.70731690301,-4.54558695753367,1440.16172994548,0.0578217786603545
"Mär 2000",1440.26448387097,1444.71484741956,-4.00725738338428,1440.70759003617,-0.443106165205563
"Apr 2000",1443.56866666667,1444.7223779361,-0.477106856543346,1444.24527107956,-0.676604412893766
"Mai 2000",1447.30058064516,1444.72990845265,2.24051332442866,1446.97042177708,0.330158868082663
"Jun 2000",1448.07736666667,1444.7374389692,3.04107904076745,1447.77851800996,0.29884865670283
"Jul 2000",1447.91435483871,1444.74496948574,3.3926463815925,1448.13761586734,-0.223261028625529
"Aug 2000",1448.20858064516,1444.75292005096,3.39024592967438,1448.14316598064,0.0654146645233595
"Sep 2000",1447.74446666667,1444.76087061618,2.76076902195658,1447.52163963814,0.222827028525899
"Okt 2000",1447.07051612903,1444.7688211814,2.0927489195399,1446.86157010094,0.208946028087439
"Nov 2000",1446.43793333333,1444.77677174663,-0.159484098209413,1444.61728764842,1.82064568491705
"Dez 2000",1446.30590322581,1444.78472231185,-3.45145784073252,1441.33326447111,4.97263875469253
"Jan 2001",1440.27409677419,1444.79267287707,-4.28603056731159,1440.50664230976,-0.23254553556194
"Feb 2001",1440.26017857143,1444.80062344229,-4.57097617317762,1440.22964726911,0.0305313023179679
"Mär 2001",1440.32241935484,1444.80857400751,-3.99353412000261,1440.81503988751,-0.492620532667388
"Apr 2001",1446.37776666667,1444.81652457273,-0.386088166698345,1444.43043640603,1.94733026063545
"Mai 2001",1447.2115483871,1444.82447513795,2.22267210722452,1447.04714724517,0.164401141922099
"Jun 2001",1447.7503,1444.83242570317,3.02837394474462,1447.86079964792,-0.110499647915731
"Jul 2001",1448.17170967742,1444.84037626839,3.36520973515624,1448.20558600355,-0.0338763261286203
"Aug 2001",1448.38983870968,1444.84832683361,3.35869023139355,1448.20701706501,0.182821644671321
"Sep 2001",1447.13376666667,1444.85856348088,2.72742042348859,1447.58598390437,-0.452217237701007
"Okt 2001",1447.07648387097,1444.86880012815,2.06047179207937,1446.92927192022,0.147211950742985
"Nov 2001",1442.23546666667,1444.87903677541,-0.149163229205621,1444.72987354621,-2.49440687953916
"Dez 2001",1440.26941935484,1444.88927342268,-3.43325321789309,1441.45602020479,-1.18660084994644
"Jan 2002",1440.23635483871,1444.89951006994,-4.23784853518901,1440.66166153476,-0.425306696045709
"Feb 2002",1440.22696428571,1444.90974671721,-4.55698771655327,1440.35275900066,-0.12579471494314
"Mär 2002",1442.32919354839,1444.91998336448,-3.94660519742003,1440.97337816706,1.3558153813301
"Apr 2002",1446.4025,1444.93022001174,-0.309622719569043,1444.62059729217,1.78190270782557
"Mai 2002",1446.91716129032,1444.94045665901,2.18216837496421,1447.12262503397,-0.205463743651308
"Jun 2002",1448.09896666667,1444.95069330628,2.9891853737028,1447.93987867998,0.159087986687609
"Jul 2002",1448.19261290323,1444.96092995354,3.32201080652682,1448.28294076007,-0.0903278568434871
"Aug 2002",1447.97225806452,1444.97116660081,3.31122502337631,1448.28239162419,-0.310133559668884
"Sep 2002",1447.49043333333,1444.98140324808,2.68435698928489,1447.66576023736,-0.175326904026633
"Okt 2002",1446.7834516129,1444.98896510254,2.01767813116175,1447.0066432337,-0.223191620800208
"Nov 2002",1444.1244,1444.99652695701,-0.126181354655327,1444.87034560235,-0.745945602352776
"Dez 2002",1440.35238709677,1445.00408881147,-3.36963082574887,1441.63445798573,-1.28207088895147
"Jan 2003",1440.27487096774,1445.01165066594,-4.19155218882608,1440.82009847711,-0.545227509372808
"Feb 2003",1440.24082142857,1445.01921252041,-4.54481637240373,1440.474396148,-0.233574719431999
"Mär 2003",1441.07561290323,1445.02677437487,-3.90142481402741,1441.12534956085,-0.0497366576205422
"Apr 2003",1446.53476666667,1445.03433622934,-0.2348339966765,1444.79950223266,1.73526443400306
"Mai 2003",1447.247,1445.04189808381,2.14005973342034,1447.18195781723,0.0650421827731407
"Jun 2003",1448.42396666667,1445.04945993827,2.9484953775659,1447.99795531584,0.426011350827594
"Jul 2003",1448.44861290323,1445.05702179274,3.27741393699082,1448.33443572973,0.114177173495591
"Aug 2003",1448.62203225806,1445.06458364721,3.26255414527238,1448.32713779248,0.29489446558614
"Sep 2003",1447.60106666667,1445.07214550167,2.64028015581439,1447.71242565749,-0.111358990820236
"Okt 2003",1446.75174193548,1445.07970735614,1.97409989161758,1447.05380724776,-0.302065312272589
"Nov 2003",1446.3477,1445.08035765707,-0.103755238091304,1444.97660241897,1.37109758102542
"Dez 2003",1442.5925483871,1445.08100795799,-3.30638882775373,1441.77461913024,0.817929256857724
"Jan 2004",1440.24135483871,1445.08165825892,-4.14546087277504,1440.93619738614,-0.694842547435201
"Feb 2004",1440.2384137931,1445.08230855985,-4.53276592984362,1440.54954263,-0.31112883689957
"Mär 2004",1440.27283870968,1445.08295886077,-3.85628120350179,1441.22667765727,-0.953838947594477
"Apr 2004",1442.99316666667,1445.0836091617,-0.160064250672359,1444.92354491103,-1.93037824436169
"Mai 2004",1446.84222580645,1445.08425946263,2.09794991096665,1447.18220937359,-0.339983567142554
"Jun 2004",1447.68493333333,1445.08490976355,2.9078047909741,1447.99271455453,-0.307781221195
"Jul 2004",1448.09216129032,1445.08556006448,3.23281706745483,1448.31837713194,-0.226215841613566
"Aug 2004",1448.23193548387,1445.08621036541,3.21388525811125,1448.30009562352,-0.0681601396486258
